"Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"Jermaine Taylor","HOU","2013","D","160000","169500","2013-09-15"
"Jermaine Taylor","HOU","2013","D","160000","169500","2013-05-01"
"Francis Atuahene","FCD","2018","F","124999.92","168999.92","2018-05-01"
"Francis Atuahene","FCD","2018","F","124999.92","168999.92","2018-09-15"
"Dominique Badji","COL","2018","F","162500.04","168750.04","2018-05-01"
"Dominique Badji","FCD","2018","F","162500.04","168750.04","2018-09-15"
"Oswaldo Minda","CHV","2014","M","150000","168750","2014-04-01"
"Oswaldo Minda","CHV","2014","M","150000","168750","2014-09-15"
"Joe Gyau","CIN","2019","M","148200","168640","2019-09-13"
"Kekuta Manneh","CLB","2017","M","138875","168375","2017-04-15"
"Kekuta Manneh","CLB","2017","M","138875","168375","2017-09-15"
"Gonzalo Segares","CHI","2013","D","155000","168333.33","2013-08-01"
"Gonzalo Segares","CHI","2013","D","155000","168333.33","2013-09-15"
"Michael Petrasso","MTL","2018","D","155003.64","168128.64","2018-05-01"
"Michael Petrasso","MTL","2018","D","155003.64","168128.64","2018-09-15"
"Joel Qwiberg","SJE","2018","D","129999.96","167999.96","2018-05-01"
"Joel Qwiberg","SJE","2018","D","129999.96","167999.96","2018-09-15"
"Ezequiel Cirigliano","FCD","2015","M","124999.92","167999.92","2015-07-15"
"Ezequiel Cirigliano","FCD","2015","M","124999.92","167999.92","2015-09-15"
"Lamar Neagle","SEA","2015","M","165000","167833.33","2015-07-15"
"Lamar Neagle","SEA","2015","M","165000","167833.33","2015-09-15"
"Adam Henley","RSL","2019","D","160000","167833","2019-06-01"
"Fabinho","PHI","2017","D","159759","167759","2017-04-15"
"Fabinho","PHI","2017","D","159759","167759","2017-09-15"
"Matt Reis","NER","2013","GK","165000","167666.67","2013-08-01"
"Matt Reis","NER","2013","GK","165000","167666.67","2013-09-15"
"Matt Reis","NER","2013","GK","165000","167666.67","2013-05-01"
"Chris Wingert","RSL","2013","D","160598","167598","2013-08-01"
"Chris Wingert","RSL","2013","D","160598","167598","2013-09-15"
"Chris Wingert","RSL","2013","D","160598","167598","2013-05-01"
"Tim Melia","SKC","2017","GK","165000","167500","2017-04-15"
"Raymon Gaddis","PHI","2017","D","165000","167500","2017-04-15"
"Raymon Gaddis","PHI","2017","D","165000","167500","2017-09-15"
"Tyler Deric","HOU","2019","GK","160000","167500","2019-06-01"
"Robbie Rogers","LAG","2014","F","160000","167500","2014-04-01"
"Robbie Rogers","LAG","2014","F","160000","167500","2014-09-15"
"Russell Teibert","VAN","2015","M","100000","167500","2015-07-15"
"Russell Teibert","VAN","2015","M","100000","167500","2015-09-15"
"Tim Melia","SKC","2017","GK","165000","167500","2017-09-15"
"Tyler Deric","HOU","2019","GK","159999.96","167499.96","2019-09-13"
"David Carney","NYRB","2013","M","144000","167000","2013-08-01"
"David Carney","NYRB","2013","M","144000","167000","2013-09-15"
"Cyle Larin","ORL","2015","F","125000","167000","2015-07-15"
"Cyle Larin","ORL","2015","F","125000","167000","2015-09-15"
"Michael Harrington","POR","2013","M","140000","166833.33","2013-08-01"
"Michael Harrington","POR","2013","M","140000","166833.33","2013-09-15"
"Michael Harrington","POR","2013","M","140000","166833.33","2013-05-01"
"Tony Beltran","RSL","2013","D","166800","166800","2013-08-01"
"Tony Beltran","RSL","2013","D","166800","166800","2013-09-15"
"Tony Beltran","RSL","2013","D","166800","166800","2013-05-01"
"Tomás Conechny","POR","2018","M","150000","166666.67","2018-09-15"
"Shea Salinas","SJE","2016","M","163125","166458.33","2016-09-15"
"Shea Salinas","SJE","2016","M","163125","166458.33","2016-05-15"
"David Ousted","VAN","2013","GK","150000","166156.25","2013-08-01"
"David Ousted","VAN","2013","GK","150000","166156.25","2013-09-15"
"Brandon Vázquez","ATL","2019","F","150000","166000","2019-06-01"
"Brandon Vázquez","ATL","2019","F","150000","166000","2019-09-13"
"Chris Tierney","NER","2018","D","157500","165833.33","2018-05-01"
"Chris Tierney","NER","2018","D","157500","165833.33","2018-09-15"
"Anderson Conceicão","PHI","2016","D","150000","165833.33","2016-05-15"
"Diego Rodríguez","VAN","2015","D","124000","165750","2015-07-15"
"Diego Rodríguez","VAN","2015","D","124000","165750","2015-09-15"
"Jack Harrison","NYC","2017","M","130000","165500","2017-04-15"
"Jack Harrison","NYC","2017","M","130000","165500","2017-09-15"
"Jackson","FCD","2013","D","144000","165375","2013-08-01"
"Jackson","FCD","2013","D","144000","165375","2013-09-15"
"Jackson","FCD","2013","D","144000","165375","2013-05-01"
"Jacob Peterson","ATL","2017","F","165300","165300","2017-04-15"
"Leonardo","HOU","2018","D","157504.5","165171.17","2018-05-01"
"Leonardo","HOU","2018","D","157504.5","165171.17","2018-09-15"
"Jordan Harvey","VAN","2016","D","165000","165000","2016-09-15"
"Leonardo","LAG","2016","D","160000","165000","2016-09-15"
"Diego Fagundez","NER","2016","M","145000","165000","2016-09-15"
"Patrice Bernier","MTL","2017","M","165000","165000","2017-04-15"
"Joao Meira","CHI","2017","D","150000","165000","2017-04-15"
"Patrice Bernier","MTL","2017","M","165000","165000","2017-09-15"
"Boniek García","HOU","2018","M","150000","165000","2018-05-01"
"Boniek García","HOU","2018","M","150000","165000","2018-09-15"
"Will Bruin","HOU","2013","F","120000","165000","2013-08-01"
"Will Bruin","HOU","2013","F","120000","165000","2013-09-15"
"Chris Seitz","DCU","2019","GK","165000","165000","2019-06-01"
"Jordan Harvey","LAFC","2019","D","165000","165000","2019-06-01"
"Leonardo González","SEA","2015","D","165000","165000","2015-07-15"
"Jairo Arrieta","DCU","2015","F","150000","165000","2015-07-15"
"Stefan Frei","SEA","2015","GK","165000","165000","2015-07-15"
"Leonardo González","SEA","2015","D","165000","165000","2015-09-15"
"Jairo Arrieta","DCU","2015","F","150000","165000","2015-09-15"
"Stefan Frei","SEA","2015","GK","165000","165000","2015-09-15"
"Jordan Harvey","VAN","2016","D","165000","165000","2016-05-15"
"Leonardo","LAG","2016","D","160000","165000","2016-05-15"
"Diego Fagundez","NER","2016","F","145000","165000","2016-05-15"
"Joao Meira","CHI","2017","D","150000","165000","2017-09-15"
"Danny Califf","TOR","2013","D","165000","165000","2013-05-01"
"Will Bruin","HOU","2013","F","120000","165000","2013-05-01"
"Tommy McNamara","HOU","2019","M","165000","165000","2019-06-01"
"Keaton Parks","NYC","2019","D","150000","165000","2019-06-01"
"Chris Seitz","DCU","2019","GK","165000","165000","2019-09-13"
"Jordan Harvey","LAFC","2019","D","165000","165000","2019-09-13"
"Tommy McNamara","HOU","2019","M","165000","165000","2019-09-13"
"Keaton Parks","NYC","2019","D","150000","165000","2019-09-13"
"Keegan Rosenberry","COL","2019","D","151195","164945","2019-06-01"
"Keegan Rosenberry","COL","2019","D","151194.96","164944.96","2019-09-13"
"Marcel de Jong","VAN","2018","D","150000","164500","2018-09-15"
"Wil Trapp","CLB","2015","M","137500","164500","2015-07-15"
"Wil Trapp","CLB","2015","M","137500","164500","2015-09-15"
"Maicon Santos","CHI","2013","F","157000","164433.33","2013-08-01"
"Maicon Santos","CHI","2013","F","157000","164433.33","2013-09-15"
"Maicon Santos","CHI","2013","F","157000","164433.33","2013-05-01"
"Kevin Kratz","ATL","2017","M","150000","164250","2017-04-15"
"Kevin Kratz","ATL","2017","M","150000","164250","2017-09-15"
"Joseph Mora","DCU","2019","D","150000","164250","2019-06-01"
"Joseph Mora","DCU","2019","D","150000","164250","2019-09-13"
"Richie Laryea","ORL","2018","M","135000","164000","2018-05-01"
"Alex Bono","TOR","2018","GK","132000","164000","2018-09-15"
"Richie Laryea","ORL","2018","M","135000","164000","2018-09-15"
"Saër Sène","NER","2014","F","152145","163682.54","2014-04-01"
"Saër Sène","NYRB","2014","F","152145","163682.54","2014-09-15"
"Juninho Pereira","LAG","2019","M","150000","163125","2019-06-01"
"Juninho Pereira","LAG","2019","M","150000","163125","2019-09-13"
"Demar Phillips","RSL","2017","D","155004","162837.33","2017-04-15"
"Demar Phillips","RSL","2017","D","155004","162837.33","2017-09-15"
"Luis Silva","RSL","2015","M","131384","162634","2015-07-15"
"Luis Silva","RSL","2015","M","131384","162634","2015-09-15"
"Stefan Marinovic","VAN","2018","GK","150000","162562.5","2018-05-01"
"Stefan Marinovic","VAN","2018","GK","150000","162562.5","2018-09-15"
"Patrice Bernier","MTL","2013","F","143000","162333.25","2013-08-01"
"Patrice Bernier","MTL","2013","F","143000","162333.25","2013-09-15"
"Patrice Bernier","MTL","2013","F","143000","162333.25","2013-05-01"
"Chris Schuler","RSL","2014","D","145000","162000","2014-04-01"
"Chris Schuler","RSL","2014","D","145000","162000","2014-09-15"
"Jukka Raitala","CLB","2017","D","125004","161670.67","2017-04-15"
"Jukka Raitala","CLB","2017","D","125004","161670.67","2017-09-15"
"Ned Grabavoy","RSL","2013","M","155000","161666.67","2013-08-01"
"Ned Grabavoy","RSL","2013","M","155000","161666.67","2013-09-15"
"Ned Grabavoy","RSL","2013","M","155000","161666.67","2013-05-01"
"Adam Moffat","HOU","2013","M","150000","161608.33","2013-08-01"
"Adam Moffat","SEA","2013","M","150000","161608.33","2013-09-15"
"Adam Moffat","HOU","2013","M","150000","161608.33","2013-05-01"
"Michel","FCD","2015","M","140000","161500","2015-07-15"
"Michel","FCD","2015","M","140000","161500","2015-09-15"
"Boniek García","HOU","2013","F","130000","161250","2013-08-01"
"Boniek García","HOU","2013","F","130000","161250","2013-09-15"
"Boniek García","HOU","2013","F","130000","161250","2013-05-01"
"Andrew Farrell","NER","2013","D","80000","161000","2013-08-01"
"Andrew Farrell","NER","2013","D","80000","161000","2013-09-15"
"Christian Dean","VAN","2014","D","80000","161000","2014-04-01"
"Christian Dean","VAN","2014","D","80000","161000","2014-09-15"
"Andrew Farrell","NER","2013","D","80000","161000","2013-05-01"
"Todd Dunivant","LAG","2014","D","140000","160750","2014-04-01"
"Todd Dunivant","LAG","2014","D","140000","160750","2014-09-15"
"Jack Harrison","NYC","2016","M","125000","160500","2016-09-15"
"Jack Harrison","NYC","2016","M","125000","160500","2016-05-15"
"Walker Zimmerman","FCD","2014","D","80000","160100","2014-04-01"
"Walker Zimmerman","FCD","2014","D","80000","160100","2014-09-15"
"Luke Mulholland","RSL","2016","M","160008","160008","2016-09-15"
"Russell Teibert","VAN","2018","M","140000.04","160000.04","2018-05-01"
"Russell Teibert","VAN","2018","M","140000.04","160000.04","2018-09-15"
"Razvan Cocis","CHI","2016","M","160000","160000","2016-09-15"
"Olmes García","RSL","2016","F","160000","160000","2016-09-15"
"Marcel de Jong","VAN","2018","D","160000","160000","2018-05-01"
"Ricardo Clark","CLB","2019","M","160000","160000","2019-06-01"
"Fabian Castillo","FCD","2015","F","145000","160000","2015-07-15"
"Gonzalo Pineda","SEA","2015","M","160000","160000","2015-07-15"
"Fabian Castillo","FCD","2015","F","145000","160000","2015-09-15"
"Gonzalo Pineda","SEA","2015","M","160000","160000","2015-09-15"
"Razvan Cocis","CHI","2016","M","160000","160000","2016-05-15"
"Olmes García","RSL","2016","F","160000","160000","2016-05-15"
"Zarek Valentin","POR","2019","D","160000","160000","2019-06-01"
"Aljaz Ivacic","POR","2019","GK","150000","160000","2019-06-01"
"Chris Duvall","HOU","2019","D","160000","160000","2019-06-01"
"Ruan","ORL","2019","D","160000","160000","2019-06-01"
"Aljaz Ivacic","POR","2019","GK","150000","160000","2019-09-13"
"Ricardo Clark","CLB","2019","M","159999.96","159999.96","2019-09-13"
"Zarek Valentin","POR","2019","D","159999.96","159999.96","2019-09-13"
"Ruan","ORL","2019","D","159999.96","159999.96","2019-09-13"
"Héctor Jiménez","CLB","2018","M","159996","159996","2018-05-01"
"Héctor Jiménez","CLB","2018","M","159996","159996","2018-09-15"
"Marvin Emnes","VAN","2018","F","69996","159829.33","2018-09-15"
"Jalil Anibaba","SEA","2014","D","119620","159620","2014-04-01"
"Jalil Anibaba","SEA","2014","D","119620","159620","2014-09-15"
"Júnior Moreno","DCU","2019","D","140000.04","159500.04","2019-09-13"
"Júnior Moreno","DCU","2019","D","140000","159500","2019-06-01"
"Benoit Cheyrou","TOR","2016","M","150000","159333.33","2016-09-15"
"A.J. Soares","NER","2014","D","119180","159180","2014-04-01"
"A.J. Soares","NER","2014","D","119180","159180","2014-09-15"
"Steven Lenhart","SJE","2015","F","150000","159083.33","2015-07-15"
"Steven Lenhart","SJE","2015","F","150000","159083.33","2015-09-15"
"Richie Laryea","ORL","2017","M","130000","159000","2017-04-15"
"Richie Laryea","ORL","2017","M","130000","159000","2017-09-15"
"Ibrahim Sekagya","NYRB","2013","D","129999.96","158999.96","2013-08-01"
"Ibrahim Sekagya","NYRB","2013","D","129999.96","158999.96","2013-09-15"
"Oriol Rosell","SKC","2014","M","150000","158750","2014-04-01"
"Kevin Ellis","CHI","2018","D","150000","158333.33","2018-05-01"
"Kevin Ellis","DCU","2018","D","150000","158333.33","2018-09-15"
"Kevin Alston","NER","2015","D","140000","158333.33","2015-07-15"
"Kevin Alston","NER","2015","D","140000","158333.33","2015-09-15"
"Evan Bush","MTL","2018","GK","157925","157925","2018-05-01"
"Evan Bush","MTL","2018","GK","157925","157925","2018-09-15"
"Seth Sinovic","SKC","2018","D","150000","157666.67","2018-05-01"
"Seth Sinovic","SKC","2018","D","150000","157666.67","2018-09-15"
"Lawrence Olum","POR","2017","M","142500","157500","2017-04-15"
"Lawrence Olum","POR","2017","M","142500","157500","2017-09-15"
"Arturo Álvarez","HOU","2018","M","150000","157500","2018-05-01"
"Arturo Álvarez","HOU","2018","M","150000","157500","2018-09-15"
"A.J. DeLaGarza","LAG","2014","D","135000","157500","2014-04-01"
"Collen Warner","TOR","2015","M","129937","157437","2015-07-15"
"Collen Warner","TOR","2015","M","129937","157437","2015-09-15"
"Joe Bendik","TOR","2015","GK","150000","157375","2015-07-15"
"Joe Bendik","TOR","2015","GK","150000","157375","2015-09-15"
"Daniel Steres","LAG","2019","D","150000","157333.4","2019-09-13"
"Mike Grella","NYRB","2016","F","155000","157250","2016-09-15"
"Kekuta Manneh","VAN","2016","M","127500","157000","2016-09-15"
"Mikey Lopez","SKC","2014","M","85000","157000","2014-04-01"
"Mikey Lopez","SKC","2014","M","85000","157000","2014-09-15"
"Kekuta Manneh","VAN","2016","M","127500","157000","2016-05-15"
"Todd Dunivant","LAG","2013","D","150000","156750","2013-08-01"
"Todd Dunivant","LAG","2013","D","150000","156750","2013-09-15"
"Todd Dunivant","LAG","2013","D","150000","156750","2013-05-01"
"Tristan Bowen","CHV","2013","F","125000","156363.63","2013-08-01"
"Tristan Bowen","CHV","2013","F","125000","156363.63","2013-09-15"
"Tristan Bowen","CHV","2013","F","125000","156363.63","2013-05-01"
"Eddie Johnson","SEA","2013","F","150000","156333.33","2013-08-01"
"Eddie Johnson","SEA","2013","F","150000","156333.33","2013-09-15"
"Eddie Johnson","SEA","2013","F","150000","156333.33","2013-05-01"
"Erik Hurtado","VAN","2018","F","150000","156250","2018-05-01"
"Erik Hurtado","VAN","2018","F","150000","156250","2018-09-15"
"Amro Tarek","NYRB","2019","D","150000","156250","2019-06-01"
"Amro Tarek","NYRB","2019","D","150000","156250","2019-09-13"
"Je-Vaughn Watson","NER","2017","D","150000","155666.67","2017-04-15"
"Je-Vaughn Watson","NER","2017","D","150000","155666.67","2017-09-15"
"Gbenga Arokoyo","POR","2017","D","135000","155600","2017-04-15"
"Gbenga Arokoyo","POR","2017","D","135000","155600","2017-09-15"
"Daniel Steres","LAG","2019","D","150000","155500","2019-06-01"
"Robert Earnshaw","TOR","2013","F","138000","155150","2013-08-01"
"Robert Earnshaw","TOR","2013","F","138000","155150","2013-09-15"
"Robert Earnshaw","TOR","2013","F","138000","155150","2013-05-01"
"Walker Zimmerman","FCD","2013","D","75000","155100","2013-08-01"
"Walker Zimmerman","FCD","2013","D","75000","155100","2013-09-15"
"Walker Zimmerman","FCD","2013","D","75000","155100","2013-05-01"
"Atiba Harris","FCD","2017","M","155004","155004","2017-04-15"
"Atiba Harris","FCD","2017","D","155004","155004","2017-09-15"
"Chris Seitz","HOU","2018","GK","155004","155004","2018-05-01"
"Chris Seitz","HOU","2018","GK","155004","155004","2018-09-15"
"Jimmy Medranda","SKC","2019","M","155004","155004","2019-06-01"
"Marlon Hairston","HOU","2019","M","155004","155004","2019-06-01"
"Jimmy Medranda","SKC","2019","D","155004","155004","2019-09-13"
"Marlon Hairston","HOU","2019","M","155004","155004","2019-09-13"
"Anthony Jackson-Hamel","MTL","2018","F","140000.04","155000.04","2018-05-01"
"Anthony Jackson-Hamel","MTL","2018","F","140000.04","155000.04","2018-09-15"
"Luke Mulholland","RSL","2019","M","155000.04","155000.04","2019-09-13"
"Tommy Thompson","SJE","2016","M","150000","155000","2016-09-15"
"Tommy Thompson","SJE","2017","M","150000","155000","2017-04-15"
"Alan Gordon","CHI","2018","F","150000","155000","2018-09-15"
"Tony Tchani","CLB","2013","M","130000","155000","2013-08-01"
"Zac MacMath","PHI","2013","GK","110000","155000","2013-08-01"
"Tony Tchani","CLB","2013","M","130000","155000","2013-09-15"
"Zac MacMath","PHI","2013","GK","110000","155000","2013-09-15"
"A.J. DeLaGarza","LAG","2014","D","132500","155000","2014-09-15"
"Leonardo","LAG","2015","D","150000","155000","2015-07-15"
"Leonardo","LAG","2015","D","150000","155000","2015-09-15"
"Tommy Thompson","SJE","2016","M","150000","155000","2016-05-15"
"Mike Grella","NYRB","2016","F","155000","155000","2016-05-15"
"Tommy Thompson","SJE","2017","M","150000","155000","2017-09-15"
"Gonzalo Segares","CHI","2013","D","155000","155000","2013-05-01"
"Zac MacMath","PHI","2013","GK","110000","155000","2013-05-01"
"Luke Mulholland","RSL","2019","M","155000","155000","2019-06-01"
"Sanna Nyassi","MTL","2014","M","147000","154625","2014-04-01"
"Sanna Nyassi","CHI","2014","M","147000","154625","2014-09-15"
"Bobby Shuttleworth","NER","2016","GK","137500","154375","2016-09-15"
"Bobby Shuttleworth","NER","2016","GK","137500","154375","2016-05-15"
"Francois Affolter","SJE","2017","D","120000","154250","2017-09-15"
"Doneil Henry","VAN","2018","D","140004","154237.71","2018-05-01"
"Doneil Henry","VAN","2018","D","140004","154237.71","2018-09-15"
"Richie Laryea","ORL","2016","M","125000","154000","2016-09-15"
"Richie Laryea","ORL","2016","M","125000","154000","2016-05-15"
"Waylon Francis","CLB","2014","D","125000","153875","2014-04-01"
"Waylon Francis","CLB","2014","D","125000","153875","2014-09-15"
"Dejan Jakovic","LAFC","2019","D","150000","153750","2019-06-01"
"Eric Alexander","MTL","2015","M","140000","153750","2015-07-15"
"Eric Alexander","MTL","2015","M","140000","153750","2015-09-15"
"Tally Hall","DCU","2016","GK","75000","153750","2016-05-15"
"Dejan Jakovic","LAFC","2019","D","150000","153750","2019-09-13"
"Tyler Adams","NYRB","2018","M","107500","153541.67","2018-05-01"
"Nick LaBrocca","COL","2014","M","135000","153333.33","2014-04-01"
"Nick LaBrocca","COL","2014","M","135000","153333.33","2014-09-15"
"Scott Caldwell","NER","2019","M","142313","153209","2019-06-01"
"Scott Caldwell","NER","2019","M","142312.56","153208.56","2019-09-13"
"Chris Seitz","FCD","2017","GK","153000","153000","2017-04-15"
"Chris Seitz","FCD","2017","GK","153000","153000","2017-09-15"
"Warren Creavalle","PHI","2018","M","140000","153000","2018-05-01"
"Fabinho","PHI","2018","D","153000","153000","2018-05-01"
"Warren Creavalle","PHI","2018","M","140000","153000","2018-09-15"
"Fabinho","PHI","2018","D","153000","153000","2018-09-15"
"Sean Johnson","CHI","2013","GK","120000","153000","2013-08-01"
"Sean Johnson","CHI","2013","GK","120000","153000","2013-09-15"
"Krzysztof Krol","MTL","2014","D","153000","153000","2014-09-15"
"Sean Johnson","CHI","2013","GK","120000","153000","2013-05-01"
"David Bingham","SJE","2016","GK","145000","152750","2016-09-15"
"David Bingham","SJE","2016","GK","145000","152750","2016-05-15"
"Jonathan Osorio","TOR","2015","M","145000","152599.68","2015-07-15"
"Jonathan Osorio","TOR","2015","M","145000","152599.68","2015-09-15"
"Tim Melia","SKC","2016","GK","150000","152500","2016-09-15"
"Raymon Gaddis","PHI","2016","D","150000","152500","2016-09-15"
"Victor Ulloa","FCD","2017","M","150000","152500","2017-04-15"
"Victor Ulloa","FCD","2017","M","150000","152500","2017-09-15"
"Tim Melia","SKC","2016","GK","150000","152500","2016-05-15"
"Raymon Gaddis","PHI","2016","D","150000","152500","2016-05-15"
"Felipe","MTL","2013","M","150000","152500","2013-05-01"
"Richard Sánchez","CHI","2019","GK","150000","152500","2019-06-01"
"Richard Sánchez","CHI","2019","GK","150000","152500","2019-09-13"
"Fernando Bob","MIN","2018","M","152496","152496","2018-09-15"
"Diego Fagundez","NER","2015","F","125000","152200","2015-07-15"
"Diego Fagundez","NER","2015","F","125000","152200","2015-09-15"
"Mehdi Ballouchy","SJE","2013","M","152006","152006","2013-08-01"
"Mehdi Ballouchy","SJE","2013","M","152006","152006","2013-09-15"
"Mehdi Ballouchy","SJE","2013","M","152006","152006","2013-05-01"
"Erick Torres","CHV","2014","F","152004","152004","2014-04-01"
"Erick Torres","CHV","2014","F","152004","152004","2014-09-15"
"Alex","HOU","2016","M","152000","152000","2016-09-15"
"Matt Hedges","FCD","2016","D","152000","152000","2016-09-15"
"Bobby Burling","COL","2017","D","120000","152000","2017-09-15"
"Zarek Valentin","MTL","2013","D","100000","152000","2013-08-01"
"Zarek Valentin","MTL","2013","D","100000","152000","2013-09-15"
"Wil Trapp","CLB","2014","M","125000","152000","2014-04-01"
"Wil Trapp","CLB","2014","M","125000","152000","2014-09-15"
"Alex","HOU","2016","M","152000","152000","2016-05-15"
"Matt Hedges","FCD","2016","D","152000","152000","2016-05-15"
"Zarek Valentin","MTL","2013","D","100000","152000","2013-05-01"
"Brent Kallman","MIN","2019","D","118000.08","151531.33","2019-09-13"
"Richie Marquez","PHI","2018","D","145000","151430","2018-05-01"
"Richie Marquez","PHI","2018","D","145000","151430","2018-09-15"
"Luis Robles","NYRB","2015","GK","130000","151375","2015-07-15"
"Luis Robles","NYRB","2015","GK","130000","151375","2015-09-15"
"Nick DeLeon","DCU","2015","M","116259","151259","2015-07-15"
"Nick DeLeon","DCU","2015","M","116259","151259","2015-09-15"
"Seb Hines","ORL","2016","D","150000","151250","2016-09-15"
"Seb Hines","ORL","2016","D","150000","151250","2016-05-15"
"Kenneth Kronholm","CHI","2019","GK","87996","150996","2019-06-01"
"Kenneth Kronholm","CHI","2019","GK","87996","150996","2019-09-13"
"Jerry Bengtson","NER","2014","F","144000","150840","2014-04-01"
"Cristhian Machado","NER","2018","D","132000","150512.5","2018-09-15"
"Sheanon Williams","PHI","2015","F","145000","150500","2015-07-15"
"Sheanon Williams","HOU","2015","F","145000","150500","2015-09-15"
"Fabinho","PHI","2016","D","142008","150008","2016-09-15"
"Ned Grabavoy","POR","2016","M","150000","150000","2016-09-15"
"Josh Saunders","NYC","2016","GK","150000","150000","2016-09-15"
"Jermaine Taylor","POR","2016","D","150000","150000","2016-09-15"
"Baggio Husidic","LAG","2016","M","150000","150000","2016-09-15"
"Roy Miller","POR","2017","D","150000","150000","2017-04-15"
"Josh Saunders","ORL","2017","GK","150000","150000","2017-04-15"
"Ike Opara","SKC","2017","D","150000","150000","2017-04-15"
"Greg Garza","ATL","2017","D","150000","150000","2017-04-15"
"Zac MacMath","COL","2017","GK","150000","150000","2017-04-15"
"Héctor Jiménez","CLB","2017","M","150000","150000","2017-04-15"
"Yamil Asad","ATL","2017","M","150000","150000","2017-04-15"
"Cristian Higuita","ORL","2017","M","150000","150000","2017-04-15"
"Greg Garza","ATL","2017","D","150000","150000","2017-09-15"
"Zac MacMath","COL","2017","GK","150000","150000","2017-09-15"
"Héctor Jiménez","CLB","2017","M","150000","150000","2017-09-15"
"Roy Miller","POR","2017","D","150000","150000","2017-09-15"
"Roy Miller","POR","2018","D","150000","150000","2018-05-01"
"Alan Gordon","CHI","2018","F","150000","150000","2018-05-01"
"Sean Franklin","VAN","2018","D","150000","150000","2018-05-01"
"Jordan Harvey","LAFC","2018","D","150000","150000","2018-05-01"
"Dejan Jakovic","LAFC","2018","D","150000","150000","2018-05-01"
"Chris Duvall","MTL","2018","D","150000","150000","2018-05-01"
"Andy Polo","POR","2018","F","150000","150000","2018-05-01"
"Julio Cascante","POR","2018","D","150000","150000","2018-05-01"
"Josué Colmán","ORL","2018","M","150000","150000","2018-05-01"
"Roy Miller","POR","2018","D","150000","150000","2018-09-15"
"Sean Franklin","VAN","2018","D","150000","150000","2018-09-15"
"Jordan Harvey","LAFC","2018","D","150000","150000","2018-09-15"
"Dejan Jakovic","LAFC","2018","D","150000","150000","2018-09-15"
"Carlo Cudicini","LAG","2013","GK","150000","150000","2013-08-01"
"Frédéric Piquionne","POR","2013","F","142000","150000","2013-08-01"
"John Thorrington","DCU","2013","M","150000","150000","2013-08-01"
"Patrick Ianni","SEA","2013","D","150000","150000","2013-08-01"
"Fabián Espíndola","NYRB","2013","F","150000","150000","2013-08-01"
"Rodney Wallace","POR","2013","M","125000","150000","2013-08-01"
"Carlo Cudicini","LAG","2013","GK","150000","150000","2013-09-15"
"Frédéric Piquionne","POR","2013","F","142000","150000","2013-09-15"
"John Thorrington","DCU","2013","M","150000","150000","2013-09-15"
"Patrick Ianni","SEA","2013","D","150000","150000","2013-09-15"
"Fabián Espíndola","NYRB","2013","F","150000","150000","2013-09-15"
"Rodney Wallace","POR","2013","M","125000","150000","2013-09-15"
"Chris Duvall","MTL","2018","D","150000","150000","2018-09-15"
"Andy Polo","POR","2018","F","150000","150000","2018-09-15"
"Julio Cascante","POR","2018","D","150000","150000","2018-09-15"
"Josué Colmán","ORL","2018","M","150000","150000","2018-09-15"
"Leonardo González","SEA","2014","D","150000","150000","2014-04-01"
"Patrick Ianni","CHI","2014","D","150000","150000","2014-04-01"
"Fabián Espíndola","DCU","2014","F","150000","150000","2014-04-01"
"Stefan Frei","SEA","2014","GK","150000","150000","2014-04-01"
"Gastón Fernández","POR","2014","F","150000","150000","2014-04-01"
"Adolfo Bautista","CHV","2014","F","150000","150000","2014-04-01"
"Leonardo González","SEA","2014","D","150000","150000","2014-09-15"
"Patrick Ianni","CHI","2014","D","150000","150000","2014-09-15"
"Fabián Espíndola","DCU","2014","F","150000","150000","2014-09-15"
"Stefan Frei","SEA","2014","GK","150000","150000","2014-09-15"
"Luis Garrido","HOU","2014","M","150000","150000","2014-09-15"
"Gastón Fernández","POR","2014","F","150000","150000","2014-09-15"
"Jordan Stewart","SJE","2015","M","150000","150000","2015-07-15"
"Martin Paterson","ORL","2015","F","150000","150000","2015-07-15"
"Andrew Jacobson","NYC","2015","M","150000","150000","2015-07-15"
"Brian Carroll","PHI","2015","M","150000","150000","2015-07-15"
"Jordan Harvey","VAN","2015","D","150000","150000","2015-07-15"
"Joao Plata","RSL","2015","F","150000","150000","2015-07-15"
"Jalil Anibaba","SKC","2015","D","120000","150000","2015-07-15"
"Luis Garrido","HOU","2015","M","150000","150000","2015-07-15"
"Gastón Fernández","POR","2015","F","150000","150000","2015-07-15"
"Jordan Stewart","SJE","2015","M","150000","150000","2015-09-15"
"Harrison Afful","CLB","2015","D","150000","150000","2015-09-15"
"Andrew Jacobson","NYC","2015","M","150000","150000","2015-09-15"
"Brian Carroll","PHI","2015","M","150000","150000","2015-09-15"
"Jordan Harvey","VAN","2015","D","150000","150000","2015-09-15"
"Joao Plata","RSL","2015","F","150000","150000","2015-09-15"
"Jalil Anibaba","SKC","2015","D","120000","150000","2015-09-15"
"Luis Garrido","HOU","2015","M","150000","150000","2015-09-15"
"Ned Grabavoy","POR","2016","M","150000","150000","2016-05-15"
"Josh Saunders","NYC","2016","GK","150000","150000","2016-05-15"
"Jermaine Taylor","POR","2016","D","150000","150000","2016-05-15"
